entry_time,exit_time,entry_px,exit_px,gross_ret,net_ret,hold_days,reason
2024-10-23,2024-11-07,139.62977999999998,148.815555,0.06578664665947342,0.0636550733661545,11,TP
2024-11-15,2025-01-06,141.980955,149.41525500000003,0.052361248027948726,0.05025652553189275,33,TP
2025-01-10,2025-01-22,135.997965,146.95648500000001,0.0805785586571095,0.07841740153979537,7,TP
2025-01-24,2025-06-25,142.6763025,154.3228,0.0816288149883897,0.07946555735841287,104,TP
2025-07-01,2025-07-09,153.41666999999998,162.74858500000002,0.06082725560397084,0.058705601092762905,5,TP
2025-07-22,2025-07-28,167.093505,176.6066525,0.056933077680068944,0.05481921152470881,4,TP
2025-08-01,2025-08-08,173.84187749999998,182.6636225,0.05074579915302646,0.04864430755472049,5,TP
